0	https://de.wikipedia.org/wiki/Wikipedia:Richtlinien	Wikipedia:Richtlinien
1	https://de.wikipedia.org/wiki/Wikipedia:Grundprinzipien	Wikipedia:Grundprinzipien
2	https://de.wikipedia.org/wiki/Wikipedia:Was_Wikipedia_nicht_ist	Wikipedia:Was Wikipedia nicht ist
3	https://de.wikipedia.org/wiki/Wikipedia:Wikipedia_ist_kein_W%C3%B6rterbuch	Wikipedia:Wikipedia ist kein Wörterbuch
4	https://de.wikipedia.org/wiki/Wikipedia:Keine_Theoriefindung	Wikipedia:Keine Theoriefindung
5	https://de.wikipedia.org/wiki/Wikipedia:Interessenkonflikt	Wikipedia:Interessenkonflikt
6	https://de.wikipedia.org/wiki/Wikipedia:Neuigkeiten	Wikipedia:Neuigkeiten
7	https://de.wikipedia.org/wiki/Wikipedia:Neutraler_Standpunkt	Wikipedia:Neutraler Standpunkt
8	https://de.wikipedia.org/wiki/Wikipedia:Urheberrechte_beachten	Wikipedia:Urheberrechte beachten
9	https://de.wikipedia.org/wiki/Wikipedia:Wikiquette	Wikipedia:Wikiquette
10	https://de.wikipedia.org/wiki/Wikipedia:Keine_pers%C3%B6nlichen_Angriffe	Wikipedia:Keine persönlichen Angriffe
11	https://de.wikipedia.org/wiki/Wikipedia:Geh_von_guten_Absichten_aus	Wikipedia:Geh von guten Absichten aus
12	https://de.wikipedia.org/wiki/Wikipedia:Bewahre_immer_einen_k%C3%BChlen_Kopf	Wikipedia:Bewahre immer einen kühlen Kopf
13	https://de.wikipedia.org/wiki/Wikipedia:Artikel	Wikipedia:Artikel
14	https://de.wikipedia.org/wiki/Wikipedia:Relevanzkriterien	Wikipedia:Relevanzkriterien
15	https://de.wikipedia.org/wiki/Wikipedia:Was_ist_relevant_f%C3%BCr_aktuelle_Ereignisse%3F	Wikipedia:Was ist relevant für aktuelle Ereignisse?
16	https://de.wikipedia.org/wiki/Wikipedia:Wie_schreibe_ich_gute_Artikel	Wikipedia:Wie schreibe ich gute Artikel
17	https://de.wikipedia.org/wiki/Wikipedia:Allgemeinverst%C3%A4ndlichkeit	Wikipedia:Allgemeinverständlichkeit
18	https://de.wikipedia.org/wiki/Wikipedia:Belege	Wikipedia:Belege
19	https://de.wikipedia.org/wiki/Wikipedia:Belege/Recht	Wikipedia:Belege/Recht
